U_ID,MOD_ID,GLAC_ID,MOD_H,GLAC_H,DEBRIS,FRAC_GLAC,ICE_DEPTH
1,56570,58,5217.04,5211,0,0.04,2.14428401
2,56571,58,5223.8,5215.57,0,0.28,6.677631753
3,56572,58,5282.12,5241.17,0,0.48,7.998269836
4,56841,58,5192.56,5158.4,0,0.2,6.177329969
5,56842,58,5185.44,5185.44,0,1,11.42797193
6,56843,58,5205.52,5205.52,0,1,15.05465742
8,57113,58,5099.32,5139.88,0,0.32,6.68787086
9,57114,58,5147.4,5147.4,0,1,16.91828621
10,57115,58,5160.08,5158.83,0,0.92,11.61800552
12,57384,58,5009.16,5076,0,0.08,5.166754007
13,57385,58,5097.44,5108.31,0,0.64,13.44189443
14,57386,58,5132.96,5130.68,0,0.76,14.50457266
15,57928,57,5027.2,5055,0,0.08,4.324703217
16,57929,57,5080.64,5089.53,0,0.6,12.26906926
17,57930,57,5156,5145.75,0,0.48,6.719769498
18,58200,57,5112.76,5105.83,0,0.48,7.805063168
19,58201,57,5195.64,5192.87,0,0.92,9.635009792
20,58202,57,5340.4,5257.7,0,0.4,4.027333665
21,58472,57,5198.96,5246.5,0,0.08,4.64726615
23,58739,71,5226.36,5258,0,0.12,3.555492957
24,58740,72,5302.32,5329.82,0,0.44,7.368787744
25,58741,72,5305.52,5308.59,0,0.68,19.41872737
26,58742,72,5245.2,5287.43,0,0.28,11.06285436
27,59009,71,5212.08,5190,0,0.2,4.317977285
28,59010,71,5212.08,5209.96,0,0.96,7.107587894
29,59011,71,5169.24,5189.33,0,0.24,3.4397674
30,59011,72,5169.24,5157.71,0,0.56,6.222344603
31,59012,72,5183,5183,0,1,13.39271122
32,59013,72,5233.64,5223.94,0,0.68,9.17597859
33,59280,71,5153.56,5130.4,0,0.4,5.501719809
34,59281,71,5110.4,5126,0,0.52,5.874144242
35,59282,72,5042.68,5030.53,0,0.6,14.34221954
36,59283,72,5064.88,5062.82,0,0.88,14.91203425
37,59284,70,5176,5187.67,0,0.12,1.352963805
38,59284,72,5176,5182.47,0,0.6,6.382443889
39,59551,71,5060.04,5078,0,0.04,3.569904327
40,59552,71,5038.36,5071,0,0.04,3.636553764
41,59553,72,4986.6,4988,0,0.36,13.31278451
42,59554,70,5057.2,5109.5,0,0.08,2.229858041
43,59554,72,5057.2,5016,0,0.12,7.262149175
44,59555,70,5149.96,5149.52,0,0.84,3.569373522
45,59556,70,5242.08,5207.67,0,0.12,1.158895334
47,60367,69,5092.64,5134,0,0.04,2.705755234
48,60368,69,5219.56,5214.78,0,0.72,7.273407009
49,60369,69,5290.64,5288.63,0,0.96,15.95020525
51,60638,69,5087.24,5132.43,0,0.28,4.787883793
52,60639,69,5200.04,5200.04,0,1,11.11596483
53,60640,69,5330.56,5272.82,0,0.44,6.921304356
64,60909,69,5035.88,5073.67,0,0.12,2.502639532
65,60910,69,5140.96,5144.65,0,0.68,5.365354412
67,60947,18,5419.56,5419.56,0,1,14.87114613
68,60948,18,5475.84,5531.1,0,0.4,5.769497538
69,60951,19,6182.4,6281.2,0,0.2,13.13900261
70,60952,19,6238.96,6238.96,0,1,13.60576437
71,60953,19,6159.32,6106.5,0,0.24,8.252556324
72,60956,17,6303.56,6327.68,0,0.76,22.18981567
73,60957,17,6334.28,6334.28,0,1,32.14323097
77,61208,20,5547.12,5442,0,0.12,4.590458314
78,61209,20,5433.56,5394.7,0,0.4,9.814111352
79,61210,20,5406.16,5403.63,0,0.96,11.0838346
82,61216,18,5349.52,5330.42,0,0.48,19.36251958
83,61217,18,5296.64,5272.71,0,0.56,25.60786033
84,61218,18,5272.56,5272.56,0,1,24.95342892
85,61219,18,5265,5225.4,0,0.2,24.75754356
86,61223,19,5935.88,6050.3,0,0.4,9.325598192
87,61224,19,5979.84,5979.84,0,1,12.66479052
88,61225,19,5952.8,5978.29,0,0.28,6.062482766
89,61227,17,6080.88,6126.08,0,0.48,16.04163837
90,61228,17,6114.12,6114.12,0,1,27.85309441
91,61229,17,6252.84,6252.84,0,1,25.34407543
92,61230,17,6468.04,6468.04,0,1,28.35091286
93,61231,17,6631.88,6608.5,0,0.48,19.50635064
94,61479,20,5541.92,5418,0,0.04,3.345630407
95,61480,20,5373.68,5363.94,0,0.72,14.09128262
96,61481,20,5320.52,5320.52,0,1,26.10582279
97,61482,20,5289.68,5280.05,0,0.76,26.78771925
98,61483,20,5339.76,5256.6,0,0.2,17.32829657
99,61486,18,5387.96,5351.8,0,0.2,8.724096489
100,61487,18,5301.2,5293.88,0,0.68,21.54457384
101,61488,18,5236.76,5237.86,0,0.84,30.51486915
102,61489,18,5221.32,5221.32,0,1,63.99145279
103,61490,18,5222,5217.5,0,0.48,40.18348726
104,61495,19,5711.28,5785.8,0,0.4,5.31310792
105,61498,17,5808.84,5959,0,0.08,9.455972672
106,61499,17,5920.36,5964.93,0,0.56,15.09303495
107,61500,17,6150.92,6149.13,0,0.32,8.610128045
108,61501,17,6446.32,6463.81,0,0.84,23.95325804
109,61502,17,6458.72,6524.73,0,0.44,24.84749569
110,61725,32,5663.72,5639.4,0,0.2,6.396582127
111,61725,30,5663.72,5642.29,0,0.28,14.48800216
112,61726,30,5657.92,5628.47,0,0.6,27.05225919
115,61750,22,5559.68,5514.75,0,0.16,8.214293242
116,61751,22,5429.88,5482.67,0,0.12,7.579927921
117,61752,20,5306.88,5287.92,0,0.52,15.59096861
118,61753,20,5256.56,5256.29,0,0.96,40.28395518
119,61754,20,5233,5232.75,0,0.96,36.02582812
120,61755,20,5256.08,5211.38,0,0.52,20.20654209
121,61756,20,5365.44,5218,0,0.04,7.154470921
122,61760,18,5211.32,5191.8,0,0.4,26.70089722
123,61761,18,5192.36,5190.22,0,0.36,21.05434895
124,61769,17,5624.36,5595.45,0,0.44,15.50560795
125,61770,17,5705.64,5589.2,0,0.2,12.29615488
126,61772,17,6325.92,6346.15,0,0.8,18.4495873
128,61995,32,5436.48,5531,0,0.04,6.169212341
129,61996,32,5571.16,5571.82,0,0.68,24.02310988
130,61996,30,5571.16,5566.6,0,0.2,14.78151169
131,61997,30,5550.12,5550.12,0,1,56.43401688
132,61998,30,5562.56,5562.56,0,1,54.39543976
133,61999,30,5613.6,5606.2,0,0.8,35.12145958
134,62000,30,5722.04,5760.75,0,0.32,9.389627099
138,62021,22,5544.44,5542.21,0,0.96,22.22391123
139,62022,22,5473.88,5473.88,0,1,18.347825
140,62023,22,5347.64,5386.11,0,0.36,7.050536712
141,62024,20,5232.52,5225.67,0,0.24,20.73330673
142,62025,20,5197.68,5197.79,0,0.96,39.99581699
143,62026,20,5185.64,5185.64,0,1,59.04017548
144,62027,20,5202.36,5186.5,0,0.32,28.13585335
145,62038,17,5238.76,5179,0,0.08,8.948421478
146,62040,17,5476.04,5495.8,0,0.6,19.39045099
147,62041,17,5536.64,5479.33,0,0.6,17.22178437
148,62043,17,6149.36,6165.67,0,0.84,12.90106317
149,62044,17,6113.2,6229.75,0,0.16,6.149695873
150,62265,32,5214.2,5336.75,0,0.16,4.442178071
151,62266,32,5417.8,5420.46,0,0.96,19.40702202
152,62267,32,5510.48,5505.28,0,0.72,20.26779599
153,62267,30,5510.48,5523.86,0,0.28,27.83776065
154,62268,30,5508.08,5508.08,0,1,115.048261
155,62269,30,5528.16,5528.16,0,1,78.93420441
156,62270,30,5618.16,5576.73,0,0.6,30.15836417
157,62271,30,5820.28,5846.31,0,0.52,33.72368409
160,62291,22,5654.44,5646.73,0,0.88,12.0203914
161,62292,22,5561.64,5564.68,0,0.88,16.30151434
162,62293,22,5454.16,5462.4,0,0.4,11.77713819
163,62294,22,5375.64,5394,0,0.04,4.05000782
164,62296,20,5199.36,5176,0,0.2,27.02692909
165,62297,20,5162.64,5160.68,0,0.88,45.29968981
166,62298,20,5168.48,5162,0,0.68,28.51418366
167,62306,17,5012,5005.77,1,0.88,27.91709729
168,62307,17,5047.28,5017.23,1,0.52,19.76401109
169,62308,17,5110.92,5024,0,0.08,18.18110037
170,62309,17,5096.52,5093.05,0,0.84,32.1390167
171,62310,17,5126.24,5116.29,0,0.84,24.56058852
172,62311,17,5294.04,5324.18,0,0.44,20.39119205
173,62312,17,5379.04,5347.8,0,0.6,22.17306182
174,62313,17,5748.56,5770.33,0,0.24,12.17610049
175,62314,17,5843.36,5809.13,0,0.6,13.39602699
176,62534,32,5037.08,5084,0,0.08,7.602558613
177,62535,32,5074.12,5112.77,0,0.52,7.996582233
178,62536,32,5297.36,5352.6,0,0.4,20.52076216
179,62537,32,5396.4,5396.4,0,1,43.09284195
180,62538,32,5449.28,5438.89,0,0.36,14.61028189
181,62538,30,5449.28,5455.13,0,0.64,34.26649329
182,62539,30,5486.36,5486.36,0,1,132.31996
183,62540,30,5545.8,5545.8,0,1,38.4594545
184,62541,30,5676.32,5659,0,0.2,18.94386959
185,62542,30,5776.12,5775.38,0,0.96,48.4216402
188,62562,22,5598.04,5649.67,0,0.12,7.56522878
189,62563,22,5685.12,5660.43,0,0.28,7.332582099
190,62568,20,5153.72,5122.67,0,0.12,13.24434058
191,62569,20,5117.48,5122.25,0,0.48,20.55160777
192,62577,17,4938,4938,1,1,71.45790283
193,62578,17,4932.08,4925.36,1,0.88,65.68497068
194,62579,17,4966.88,4948.91,1,0.44,42.05963672
195,62579,17,4966.88,4976.83,0,0.48,48.11804803
196,62580,17,4993.08,4993.08,0,1,69.85284256
197,62581,17,5013.68,5013.68,0,1,53.51130596
198,62582,17,5166.44,5166,0,0.96,26.71235065
199,62583,17,5301.48,5256.92,0,0.52,24.35181365
200,62584,17,5553.2,5592,0,0.48,20.1939884
201,62585,17,5664.36,5647.29,0,0.84,22.29085577
202,62805,31,5106.36,5164.14,0,0.28,4.465876954
203,62805,32,5106.36,5118.5,0,0.08,4.342657804
204,62806,31,5220.4,5244.4,0,0.2,4.821267748
205,62806,32,5220.4,5214.4,0,0.8,14.56389254
206,62807,32,5326.8,5326.8,0,1,29.92029186
207,62808,32,5374.32,5369.07,0,0.6,59.15087941
208,62808,30,5374.32,5382.2,0,0.4,37.70713615
209,62809,30,5413.12,5413.12,0,1,80.15175789
210,62810,30,5456.28,5456.28,0,1,142.1115373
211,62811,30,5565.24,5505.4,0,0.4,21.61311774
212,62812,30,5742.64,5717.25,0,0.16,19.26864052
213,62813,30,5723.96,5723.96,0,1,84.88229713
214,62814,30,5714.08,5714.08,0,1,68.43097839
216,62825,23,5463.24,5380.17,0,0.24,10.58933814
217,62826,23,5380.88,5355,0,0.08,7.666259766
218,62831,21,5294.6,5294.77,0,0.88,9.026678871
219,62832,21,5270.48,5258.57,0,0.84,9.257520483
220,62833,21,5349.92,5243.8,0,0.2,3.845668697
221,62848,17,4888.24,4888.24,1,1,113.2869843
222,62849,17,4883.28,4883.28,1,1,172.4398703
223,62850,17,4916.88,4915.7,1,0.92,138.0106347
224,62850,17,4916.88,4930.5,0,0.08,125.143055
225,62851,17,4936.56,4915,1,0.04,212.1793823
226,62851,17,4936.56,4937.46,0,0.96,172.6161785
227,62852,17,4958.88,4958.88,0,1,130.5478983
228,62853,17,5077.04,5077.04,0,1,38.562285
229,62854,17,5280.64,5280.64,0,1,30.13344093
230,62855,17,5482.6,5482.6,0,1,36.14617157
231,62856,17,5614.6,5601.77,0,0.88,25.98351158
232,62857,17,5837.48,5716,0,0.04,6.708963871
233,63076,31,5140.44,5183.47,0,0.68,7.316579812
234,63077,31,5277.84,5276.96,0,0.96,11.16329473
235,63077,32,5277.84,5299,0,0.04,5.69942522
236,63078,31,5343.92,5333,0,0.32,6.557627738
237,63078,32,5343.92,5322.75,0,0.16,11.06381083
238,63078,30,5343.92,5357.15,0,0.52,39.11365208
239,63079,30,5391.2,5391.2,0,1,64.89496323
240,63080,30,5437.68,5437.68,0,1,129.7918292
241,63081,30,5451.04,5450.55,0,0.88,190.4097344
242,63082,30,5568.68,5474,0,0.2,21.37054768
243,63084,30,5649.52,5645.6,0,0.8,36.21629772
244,63085,30,5637.92,5637.92,0,1,56.76606628
245,63086,30,5676.32,5677.18,0,0.88,53.17726603
246,63094,23,5516.44,5421.83,0,0.24,6.694521189
247,63095,23,5391.2,5389,0,0.96,14.4253729
248,63096,23,5272.52,5299.35,0,0.68,12.52626896
249,63097,23,5211.64,5202.79,0,0.76,27.62060898
250,63098,23,5287.48,5183,0,0.12,9.580669403
251,63102,21,5272.16,5249.11,0,0.36,7.431154728
252,63103,21,5186.24,5186.75,0,0.96,11.71870762
253,63104,21,5172.88,5162,0,0.6,11.32275427
254,63118,17,4863.28,4849.7,1,0.4,63.01213551
255,63119,17,4857.56,4857.56,1,1,154.2884784
256,63120,17,4867.84,4867.84,1,1,180.695246
257,63121,17,4894,4894,1,1,138.8611801
258,63122,17,4927.2,4927.05,1,0.88,119.6481025
259,63122,17,4927.2,4928.33,0,0.12,170.7119446
260,63123,17,4993.68,5002.4,1,0.8,52.27321663
261,63123,17,4993.68,4958.8,0,0.2,98.09172974
262,63124,17,5158.56,5170.84,1,0.76,36.24755869
263,63124,17,5158.56,5119.67,0,0.24,35.63395818
264,63125,17,5330.6,5302,1,0.04,47.87089539
265,63125,17,5330.6,5331.79,0,0.96,37.1631101
266,63126,17,5474.4,5465.89,0,0.76,24.41978726
267,63127,17,5644.4,5561.33,0,0.12,12.35938168
268,63347,31,5198,5186.13,0,0.32,4.269093558
269,63348,31,5306.92,5260.67,0,0.12,3.892651399
270,63348,30,5306.92,5289.67,0,0.12,15.55964057
271,63349,30,5319.32,5317.39,0,0.92,46.43139648
272,63350,30,5347.76,5347.36,0,0.88,44.61528093
273,63351,30,5443.96,5445.25,0,0.48,21.52817369
274,63352,30,5497.68,5500.64,0,0.56,25.00518329
275,63353,30,5564.32,5559.33,0,0.84,18.3737998
276,63354,30,5612.52,5595.5,0,0.56,13.94784427
277,63355,30,5600.16,5593.2,0,0.8,42.44891019
278,63356,30,5571.76,5571.76,0,1,92.38889374
279,63357,30,5632.84,5632.84,0,1,69.11785568
280,63358,29,5652.52,5664.25,0,0.16,22.13030481
281,63358,30,5652.52,5653.4,0,0.2,29.62840462
283,63366,23,5367.6,5365.75,0,0.16,5.109536529
284,63368,23,5171.24,5173.41,0,0.68,33.50163838
285,63369,23,5126.8,5117.65,0,0.8,16.83480957
286,63370,23,5214.32,5094,0,0.08,8.911361218
287,63374,21,5116.8,5121.5,0,0.24,10.70245099
288,63375,21,5113.92,5120.71,0,0.28,14.20291839
289,63387,17,4885,4797,1,0.04,103.4479599
290,63388,17,4815.72,4811.75,1,0.64,191.7394316
291,63389,17,4827.36,4827.36,1,1,199.0689536
292,63390,17,4834.32,4834.32,1,1,286.7093481
293,63391,17,4845.48,4845.48,1,1,227.6502112
294,63392,17,4870.4,4870.4,1,1,151.9844412
295,63393,17,4961.28,4961.28,1,1,48.04012497
296,63394,17,5133.12,5133.12,1,1,38.76810669
297,63395,17,5247.44,5246.04,1,0.96,61.66671213
298,63395,17,5247.44,5281,0,0.04,91.79501343
299,63396,17,5318.92,5299,1,0.08,58.11701965
300,63396,17,5318.92,5320.65,0,0.92,46.51013816
301,63397,17,5478.72,5401,0,0.08,7.737063169
302,63618,30,5190.56,5197,0,0.04,8.004423141
303,63619,30,5231.36,5225.91,0,0.88,25.52049065
304,63620,30,5253.52,5253.52,0,1,42.42960659
305,63621,30,5313.68,5297.83,0,0.48,19.23353533
306,63622,30,5366.88,5366.88,0,1,23.74225466
307,63623,30,5388.48,5388.48,0,1,31.03256386
308,63624,30,5398.48,5398.48,0,1,31.77445564
309,63625,30,5453.08,5432.29,0,0.68,20.09412061
310,63626,30,5511.24,5515.35,0,0.92,31.75020995
311,63627,30,5522.6,5522.6,0,1,48.01543465
312,63628,30,5611.64,5609.71,0,0.84,25.53657999
313,63629,29,5650.44,5649.5,0,0.96,53.65134637
314,63629,30,5650.44,5673,0,0.04,19.46499634
315,63630,29,5656.4,5642.71,0,0.84,27.95868265
316,63636,24,5658.52,5571,0,0.08,6.438961148
317,63637,24,5479.72,5544,0,0.04,3.665085316
318,63640,23,5062.08,5061.62,0,0.52,47.82203425
319,63641,23,5065.72,5065.18,0,0.68,66.43296567
320,63657,17,4803.8,4787.5,1,0.16,60.15314865
321,63658,17,4804.48,4802.9,1,0.8,177.1347883
322,63659,17,4808,4808,1,1,455.0452661
323,63660,17,4812.16,4812.16,1,1,419.1580994
324,63661,17,4818.04,4818.04,1,1,346.113595
325,63662,17,4825.96,4825.96,1,1,163.565905
326,63663,17,4889.4,4889.4,1,1,61.30345284
327,63664,17,5063.44,5063.44,1,1,35.90297379
328,63665,17,5205.8,5205.8,1,1,59.7789505
329,63666,17,5287.6,5273.25,1,0.48,79.10098584
330,63666,17,5287.6,5300.85,0,0.52,135.4120595
331,63667,17,5318.68,5318.68,0,1,184.3032505
332,63668,17,5419.8,5389.27,0,0.6,27.6624478
333,63670,17,5794.8,5646,0,0.04,8.159441948
334,63890,30,5103.44,5109.9,0,0.8,19.5153502
335,63891,30,5158.6,5154.61,0,0.72,21.28720723
336,63892,30,5184.6,5237.6,0,0.2,8.854522705
337,63893,30,5178.28,5178.28,0,1,23.67687546
338,63894,30,5235.2,5235.2,0,1,40.29961823
339,63895,30,5278.44,5278.44,0,1,46.05427521
340,63896,30,5331.56,5324.3,0,0.8,33.63326104
341,63897,30,5423.96,5423.59,0,0.88,33.11535163
342,63898,30,5549.36,5562.47,0,0.6,18.5111619
343,63899,29,5663.88,5707.5,0,0.08,13.04912806
344,63899,30,5663.88,5658.18,0,0.88,25.36864348
345,63900,29,5657.08,5657.08,0,1,48.49612354
346,63901,29,5596.72,5596.72,0,1,51.08665733
347,63902,29,5570.88,5561.84,0,0.76,41.69848352
348,63903,29,5682.24,5556,0,0.08,13.74263477
349,63906,24,5823.8,5685,0,0.12,4.210186164
350,63907,24,5601.72,5594.55,0,0.88,10.68563991
351,63908,24,5451.04,5471.94,0,0.68,4.660754204
352,63911,23,5072.32,5050,0,0.04,32.18481064
353,63912,23,5046.76,5047.58,0,0.76,57.37298945
354,63913,23,5042.28,5034,0,0.56,42.53361784
355,63927,17,4770.48,4757.89,1,0.36,136.2705214
356,63928,17,4770.44,4770.46,1,0.96,222.0104958
357,63929,17,4786.04,4786.04,1,1,285.4233221
358,63930,17,4794.48,4794.48,1,1,209.4597647
359,63931,17,4809.84,4809.84,1,1,221.8576213
360,63932,17,4819.72,4815.68,1,0.88,158.2501339
361,63933,17,4851.48,4823.53,1,0.6,81.67831303
362,63934,17,4978.48,4937.6,1,0.4,15.79540682
363,63935,17,5132.96,5140.41,1,0.88,25.17156529
364,63936,17,5241.92,5232.25,1,0.8,57.49175701
365,63936,17,5241.92,5280.6,0,0.2,81.06907654
366,63937,17,5301.8,5301.8,0,1,173.2449405
367,63938,17,5319.16,5319.16,0,1,333.1892444
368,63939,17,5380.4,5378.17,0,0.96,63.78695091
369,63940,17,5521.8,5524.42,0,0.76,33.7160636
370,63941,17,5651.04,5596.86,0,0.28,14.3027916
371,64161,30,4975.56,4979.33,0,0.6,33.94189599
372,64162,30,4998.04,4980.13,0,0.6,35.82366962
373,64163,30,5058.36,5050.85,0,0.52,30.85336942
374,64164,30,5106.52,5106.52,0,1,54.33999058
375,64165,30,5184.4,5184.4,0,1,62.29994492
376,64166,30,5238.96,5238.96,0,1,86.90517715
377,64167,30,5297.24,5297.24,0,1,44.54441601
378,64168,30,5403.16,5398.63,0,0.76,31.39242872
379,64169,30,5549.4,5558.5,0,0.8,23.60262132
380,64170,30,5669,5638.79,0,0.56,19.29656254
381,64171,29,5647.76,5639.44,0,0.64,50.40081495
382,64172,29,5596.56,5596.56,0,1,44.0484182
383,64173,29,5530.84,5530.84,0,1,51.90699219
384,64174,29,5551.8,5530.22,0,0.72,26.71159524
385,64177,26,5840.8,5871,0,0.04,2.997658014
386,64177,24,5840.8,5686,0,0.08,4.939224839
387,64178,26,5716.24,5793.5,0,0.32,4.316837758
388,64178,24,5716.24,5640,0,0.4,5.846634293
389,64179,26,5577.88,5694,0,0.04,2.796698809
390,64179,24,5577.88,5579,0,0.04,3.627980709
391,64183,23,5045.28,5021.5,0,0.16,22.87004995
392,64184,23,5008.6,5008.5,0,0.96,55.29512342
393,64185,23,5017.44,5006,0,0.32,27.75334132
394,64197,17,4730.32,4703.4,1,0.4,112.2142921
395,64198,17,4743.16,4743.16,1,1,165.3284731
396,64199,17,4756.92,4756.92,1,1,252.1233917
397,64200,17,4766.92,4766.92,1,1,282.2064441
398,64201,17,4797.28,4787.27,1,0.88,94.70799032
399,64202,17,4909.64,4831.71,1,0.28,29.45039776
400,64206,17,5243.64,5251,1,0.12,16.18027083
401,64207,17,5321.44,5298,1,0.16,29.74007273
402,64207,17,5321.44,5327.84,0,0.76,123.8893978
403,64208,17,5322.64,5322.64,0,1,208.1741541
404,64209,17,5337.6,5337.6,0,1,190.592435
405,64210,17,5408.28,5408.28,0,1,74.40333282
406,64211,17,5473.76,5473.76,0,1,52.95268433
407,64212,17,5651.04,5547,0,0.04,10.4370203
408,64431,30,4859.12,4871.4,0,0.2,27.9092495
409,64432,30,4917.72,4917.92,0,0.96,62.26309081
410,64433,30,4959.6,4959.6,0,1,78.12379639
411,64434,30,5018,5018,0,1,50.06594276
412,64435,30,5118.64,5118.64,0,1,49.23998146
413,64436,30,5198.84,5198.84,0,1,66.8260318
414,64437,30,5230.52,5229.74,0,0.92,96.59165109
415,64438,30,5321.8,5229.57,0,0.28,32.48071316
416,64439,34,5460.56,5460,0,0.04,24.22952271
417,64439,30,5460.56,5463,0,0.88,90.0675631
418,64440,34,5473.32,5463.43,0,0.56,24.44250716
419,64440,30,5473.32,5481.56,0,0.36,47.58441861
420,64442,29,5569.76,5568,0,0.36,11.71338484
421,64443,29,5509.48,5539.12,0,0.68,11.54918319
422,64444,29,5474.12,5474.12,0,1,36.59661732
423,64445,29,5484.8,5484.8,0,1,31.47468288
424,64449,26,5672.64,5725,0,0.6,4.959360663
425,64455,23,5002.64,4981,0,0.2,22.54915066
426,64456,23,4969.56,4972.13,0,0.32,22.7053076
427,64466,17,4736.12,4689,1,0.04,77.21398926
428,64467,17,4711.12,4709.77,1,0.52,119.8605669
429,64468,17,4720.04,4720.04,1,1,260.4490379
430,64469,17,4725.16,4725.16,1,1,373.1982306
431,64470,17,4745.32,4745.32,1,1,162.6209491
432,64471,17,4799.28,4778.31,1,0.64,77.11243927
433,64472,17,4954.68,4814.67,1,0.12,21.84255568
434,64478,17,5363.64,5359,0,0.6,59.43919989
435,64479,17,5378,5378,0,1,90.26466461
436,64480,17,5350.92,5350.92,0,1,146.494859
437,64481,17,5400.68,5400.68,0,1,119.3291315
438,64482,17,5445.2,5445.2,0,1,84.3532708
439,64702,30,4831.68,4836.65,0,0.8,41.65623837
440,64703,30,4901.64,4864.86,0,0.28,19.95126207
441,64706,30,5144,5135.8,0,0.4,23.1203269
442,64707,30,5225.4,5197.3,0,0.4,30.12728004
443,64708,30,5302.96,5224,0,0.04,13.60138226
444,64709,30,5393.24,5430,0,0.04,27.54969025
445,64709,33,5393.24,5421.33,0,0.12,9.972013632
446,64709,30,5393.24,5438.33,0,0.12,12.09937668
447,64710,33,5430.84,5424.76,0,0.68,9.940587703
448,64710,34,5430.84,5436.5,0,0.16,7.396390319
449,64710,30,5430.84,5451,0,0.16,30.12774968
450,64711,34,5415.6,5415.6,0,1,15.16834366
451,64712,34,5452.2,5379,0,0.12,7.490919908
452,64713,29,5398.24,5350.38,0,0.32,16.03645611
453,64714,29,5346.8,5342.52,0,0.84,35.37481494
454,64715,29,5390.4,5390.4,0,1,38.15929359
455,64716,29,5421.68,5421.68,0,1,28.30036797
456,64718,25,5700.28,5632.5,0,0.08,3.202894449
457,64719,25,5521.16,5514.19,0,0.64,9.434647828
458,64720,25,5438.36,5418.6,0,0.6,18.97947976
459,64721,25,5336.28,5299.25,0,0.48,12.36790786
460,64722,25,5217.88,5238,0,0.28,7.019420624
461,64736,17,4690.36,4682.14,1,0.56,180.9975913
462,64737,17,4692.56,4692.54,1,0.96,270.8856406
463,64738,17,4695.92,4695.92,1,1,283.868512
464,64739,17,4703.2,4703.2,1,1,183.8465015
465,64740,17,4732.24,4726,1,0.76,222.9793501
466,64741,17,4796.24,4746.67,1,0.24,53.62640015
467,64749,17,5400.12,5378.75,0,0.16,21.02430463
468,64750,17,5393.8,5393.8,0,1,76.04433037
469,64751,17,5398.32,5398.32,0,1,130.2050165
470,64752,17,5408.4,5408.4,0,1,142.3396921
471,64753,17,5426.2,5426.2,0,1,125.9612041
472,64754,17,5525.96,5449.4,0,0.2,23.68210611
474,64973,30,4885,4830,0,0.12,20.33421071
475,64980,33,5367.68,5407,0,0.04,8.233452797
476,64981,33,5348.92,5345.32,0,0.76,6.188036542
477,64982,34,5311.88,5332.15,0,0.8,8.070674527
478,64983,34,5317.28,5315.53,0,0.6,6.566795349
479,64984,29,5319.92,5305.5,0,0.56,43.89444767
480,64985,29,5308.68,5308.68,0,1,96.46612213
481,64986,29,5331.12,5331.12,0,1,53.60716766
482,64987,29,5411.76,5385.85,0,0.52,19.84487977
483,64990,25,5480.6,5434.44,0,0.36,9.742713028
484,64991,25,5373.08,5373.08,0,1,18.13405794
485,64992,25,5249.2,5289.25,0,0.64,10.5157107
486,65006,17,4670,4671.25,1,0.64,122.2367294
487,65007,17,4677.84,4677.84,1,1,290.5377875
488,65008,17,4689.28,4689.28,1,1,241.4493344
489,65009,17,4706.88,4703.3,1,0.92,162.4128398
490,65010,17,4738.44,4699.55,1,0.44,66.4725888
491,65015,15,5595.64,5671.71,0,0.28,3.520740628
492,65016,15,5737.84,5748.25,0,0.8,10.13387873
493,65017,15,5728.96,5734,0,0.04,14.46884346
494,65017,17,5728.96,5744.4,0,0.2,35.30468674
495,65018,17,5782.12,5793.36,0,0.44,34.00330994
496,65019,17,5724.16,5792.13,0,0.32,17.25697035
497,65021,17,5383.88,5384.19,0,0.84,73.67422049
498,65022,17,5417.92,5417.92,0,1,132.3444821
499,65023,17,5395,5395,0,1,272.2245285
500,65024,17,5414.48,5414.48,0,1,209.190715
501,65025,17,5452.72,5429.94,0,0.68,69.17684272
502,65027,17,5850.84,5850.84,0,1,23.63937904
503,65252,33,5274.68,5265.5,0,0.08,2.463657737
504,65255,29,5261.48,5266.85,0,0.8,48.49166193
505,65256,29,5280.72,5280.72,0,1,93.22004303
506,65257,29,5308.48,5303.84,0,0.76,40.47436006
507,65276,17,4659.04,4650.64,1,0.44,165.4247717
508,65277,17,4661.56,4661.56,1,1,188.116217
509,65278,17,4678,4670.06,1,0.64,183.1929255
510,65279,17,4729.12,4673.14,1,0.28,57.85428756
511,65286,15,5726.88,5760.44,0,0.36,9.4364748
512,65287,15,5755.52,5784.58,0,0.48,16.04165135
513,65287,17,5755.52,5735.4,0,0.4,12.33800735
514,65288,17,5707.48,5707.48,0,1,58.10215973
515,65289,17,5732.6,5732.6,0,1,51.43680954
516,65290,17,5699.28,5699.28,0,1,32.40148407
517,65291,17,5594.68,5593.11,0,0.36,21.7031766
518,65292,17,5412.92,5396.93,0,0.6,62.30871849
519,65293,17,5352.88,5352.88,0,1,72.51782806
520,65294,17,5397.84,5397.84,0,1,268.3834116
521,65295,17,5407.12,5407.12,0,1,367.8417883
522,65296,17,5425.96,5425.96,0,1,125.6668851
523,65297,17,5613.12,5692.67,0,0.12,13.19524574
524,65298,17,5729.44,5729.44,0,1,37.42349213
525,65299,17,5745.76,5735,0,0.16,11.7939806
526,65526,29,5204.92,5212.75,0,0.8,25.89434466
527,65527,29,5238.92,5238.92,0,1,40.26860909
528,65528,29,5297.36,5263.5,0,0.24,19.43729146
529,65530,27,5784.68,5849.29,0,0.28,14.37878813
530,65531,27,5788.4,5847,0,0.16,17.12193918
531,65546,17,4626.48,4628.75,1,0.32,60.18715477
